Date,Open,High,Low,Close,Adj Close,Volume,return,hamilton serie
2011-05-25,1316.359985,1325.859985,1311.800049,1320.469971,1320.469971,4109670000,0.003183169,0.996513483
2011-05-26,1320.640015,1328.51001,1314.410034,1325.689941,1325.689941,3259470000,0.003953115,0.993201108
2011-05-27,1325.689941,1334.619995,1325.689941,1331.099976,1331.099976,3124560000,0.00408092,0.985010604
2011-05-31,1331.099976,1345.199951,1331.099976,1345.199951,1345.199951,4696240000,0.010592724,0.965195666
2011-06-01,1345.199951,1345.199951,1313.709961,1314.550049,1314.550049,4241090000,-0.022784644,0.944472967
2011-06-02,1314.550049,1318.030029,1305.609985,1312.939941,1312.939941,3762170000,-0.001224836,0.967169396
2011-06-03,1312.939941,1312.939941,1297.900024,1300.160034,1300.160034,3505030000,-0.009733809,0.974822869
2011-06-06,1300.26001,1300.26001,1284.719971,1286.170044,1286.170044,3555980000,-0.010760206,0.981130416
2011-06-07,1286.310059,1296.219971,1284.73999,1284.939941,1284.939941,3846250000,-0.000956408,0.98772731
2011-06-08,1284.630005,1287.040039,1277.420044,1279.560059,1279.560059,3970810000,-0.004186874,0.98929827
2011-06-09,1279.630005,1294.540039,1279.630005,1289,1289,3332510000,0.00737749,0.988175827
2011-06-10,1288.599976,1288.599976,1268.280029,1270.97998,1270.97998,3846250000,-0.013979845,0.985217088
2011-06-13,1271.310059,1277.040039,1265.640015,1271.829956,1271.829956,4132520000,0.000668756,0.985759502
2011-06-14,1272.219971,1292.5,1272.219971,1287.869995,1287.869995,3500280000,0.01261178,0.98220799
2011-06-15,1287.869995,1287.869995,1261.900024,1265.420044,1265.420044,4070500000,-0.017431846,0.981002474
2011-06-16,1265.530029,1274.109985,1258.069946,1267.640015,1267.640015,3846250000,0.001754335,0.990297986
2011-06-17,1268.579956,1279.819946,1267.400024,1271.5,1271.5,4916460000,0.003045017,0.993438847
2011-06-20,1271.5,1280.420044,1267.560059,1278.359985,1278.359985,3464660000,0.005395191,0.993960456
2011-06-21,1278.400024,1297.619995,1278.400024,1295.52002,1295.52002,4056150000,0.013423476,0.992904301
2011-06-22,1295.47998,1298.609985,1286.790039,1287.140015,1287.140015,3718420000,-0.006468449,0.994010484
2011-06-23,1286.599976,1286.599976,1262.869995,1283.5,1283.5,4983450000,-0.002827987,0.993849522
2011-06-24,1283.040039,1283.930054,1267.23999,1268.449951,1268.449951,3665340000,-0.011725788,0.991302233
2011-06-27,1268.439941,1284.910034,1267.530029,1280.099976,1280.099976,3479070000,0.009184458,0.989936238
2011-06-28,1280.209961,1296.800049,1280.209961,1296.670044,1296.670044,3681500000,0.012944355,0.987987559
2011-06-29,1296.849976,1309.209961,1296.849976,1307.410034,1307.410034,4347540000,0.008282747,0.98825847
2011-06-30,1307.640015,1321.969971,1307.640015,1320.640015,1320.640015,4200500000,0.010119229,0.987440747
2011-07-01,1320.640015,1341.01001,1318.180054,1339.670044,1339.670044,3796930000,0.014409702,0.98662045
2011-07-05,1339.589966,1340.890015,1334.300049,1337.880005,1337.880005,3722320000,-0.001336179,0.989616091
2011-07-06,1337.560059,1340.939941,1330.920044,1339.219971,1339.219971,3564190000,0.001001559,0.989244288
2011-07-07,1339.619995,1356.47998,1339.619995,1353.219971,1353.219971,4069530000,0.010453846,0.985056428
2011-07-08,1352.390015,1352.390015,1333.709961,1343.800049,1343.800049,3594360000,-0.006961117,0.980914935
2011-07-11,1343.310059,1343.310059,1316.420044,1319.48999,1319.48999,3879130000,-0.018090533,0.972613034
2011-07-12,1319.609985,1327.170044,1313.329956,1313.640015,1313.640015,4227890000,-0.004433512,0.976843528
2011-07-13,1314.449951,1331.47998,1314.449951,1317.719971,1317.719971,4060080000,0.00310584,0.976671567
2011-07-14,1317.73999,1326.880005,1306.51001,1308.869995,1308.869995,4358570000,-0.006716128,0.971319771
2011-07-15,1308.869995,1317.699951,1307.52002,1316.140015,1316.140015,4242760000,0.005554425,0.960158097
2011-07-18,1315.939941,1315.939941,1295.920044,1305.439941,1305.439941,4118160000,-0.00812989,0.935494904
2011-07-19,1307.069946,1328.140015,1307.069946,1326.72998,1326.72998,4304600000,0.016308708,0.89635959
2011-07-20,1328.660034,1330.430054,1323.650024,1325.839966,1325.839966,3767420000,-0.000670833,0.88762977
2011-07-21,1325.650024,1347,1325.650024,1343.800049,1343.800049,4837430000,0.013546192,0.857626506
2011-07-22,1343.800049,1346.099976,1336.949951,1345.02002,1345.02002,3522830000,0.000907852,0.841801078
2011-07-25,1344.319946,1344.319946,1331.089966,1337.430054,1337.430054,3536890000,-0.005643013,0.793301507
2011-07-26,1337.390015,1338.51001,1329.589966,1331.939941,1331.939941,4007050000,-0.004104972,0.689288303
2011-07-27,1331.910034,1331.910034,1303.48999,1304.890015,1304.890015,3479040000,-0.020308668,0.437933755
2011-07-28,1304.839966,1316.319946,1299.160034,1300.670044,1300.670044,4951800000,-0.003233967,0.420404631
2011-07-29,1300.119995,1304.160034,1282.859985,1292.280029,1292.280029,5061190000,-0.006450533,0.367796503
2011-08-01,1292.589966,1307.380005,1274.72998,1286.939941,1286.939941,4967390000,-0.004132299,0.262871983
2011-08-02,1286.560059,1286.560059,1254.030029,1254.050049,1254.050049,5206290000,-0.025556664,0.009017539
2011-08-03,1254.25,1261.199951,1234.560059,1260.339966,1260.339966,6446940000,0.005015683,0.006947014
2011-08-04,1260.22998,1260.22998,1199.540039,1200.069946,1200.069946,4266530000,-0.047820447,2.90E-10
2011-08-05,1200.280029,1218.109985,1168.089966,1199.380005,1199.380005,5454590000,-0.000574917,0.000882869
2011-08-08,1198.47998,1198.47998,1119.280029,1119.459961,1119.459961,2615150000,-0.066634464,1.51E-19
2011-08-09,1120.22998,1172.880005,1101.540039,1172.530029,1172.530029,2366660000,0.047406848,4.72E-12
2011-08-10,1171.77002,1171.77002,1118.01001,1120.76001,1120.76001,5018070000,-0.044152404,5.90E-11
2011-08-11,1121.300049,1186.290039,1121.300049,1172.640015,1172.640015,3685050000,0.046290022,4.37E-11
2011-08-12,1172.869995,1189.040039,1170.73999,1178.810059,1178.810059,5640380000,0.005261669,0.000897086
2011-08-15,1178.859985,1204.48999,1178.859985,1204.48999,1204.48999,4272850000,0.021784622,0.000286681
2011-08-16,1204.219971,1204.219971,1180.530029,1192.76001,1192.76001,5071600000,-0.009738545,0.001722079
2011-08-17,1192.890015,1208.469971,1184.359985,1193.890015,1193.890015,4388340000,0.000947387,0.002140799
2011-08-18,1189.619995,1189.619995,1131.030029,1140.650024,1140.650024,3234810000,-0.044593715,8.33E-10
2011-08-19,1140.469971,1154.540039,1122.050049,1123.530029,1123.530029,5167560000,-0.015008981,0.000495161
2011-08-22,1123.550049,1145.48999,1121.089966,1123.819946,1123.819946,5436260000,0.000258041,0.001248692
2011-08-23,1124.359985,1162.349976,1124.359985,1162.349976,1162.349976,5013170000,0.034284878,4.04E-07
2011-08-24,1162.160034,1178.560059,1156.300049,1177.599976,1177.599976,5315310000,0.013119973,0.000310112
2011-08-25,1176.689941,1190.680054,1155.469971,1159.27002,1159.27002,5748420000,-0.01556552,0.000265217
2011-08-26,1158.849976,1181.22998,1135.910034,1176.800049,1176.800049,5035320000,0.01512161,0.000211711
2011-08-29,1177.910034,1210.280029,1177.910034,1210.079956,1210.079956,4228070000,0.028280001,2.43E-05
2011-08-30,1209.76001,1220.099976,1195.77002,1212.920044,1212.920044,4572570000,0.002347025,0.004418589
2011-08-31,1213,1230.709961,1209.349976,1218.890015,1218.890015,5267840000,0.004921982,0.00491445
2011-09-01,1219.119995,1229.290039,1203.849976,1204.420044,1204.420044,4780410000,-0.011871433,0.002561854
2011-09-02,1203.900024,1203.900024,1170.560059,1173.969971,1173.969971,4401740000,-0.025281938,9.46E-05
2011-09-06,1173.969971,1173.969971,1140.130005,1165.23999,1165.23999,5103980000,-0.00743629,0.000617519
2011-09-07,1165.849976,1198.619995,1165.849976,1198.619995,1198.619995,4441040000,0.028646464,5.30E-06
2011-09-08,1197.97998,1204.400024,1183.339966,1185.900024,1185.900024,4465170000,-0.01061218,0.000368823
2011-09-09,1185.369995,1185.369995,1148.369995,1154.22998,1154.22998,4586370000,-0.026705492,4.86E-05
2011-09-12,1153.5,1162.52002,1136.069946,1162.27002,1162.27002,5168550000,0.006965718,0.003280058
2011-09-13,1162.589966,1176.410034,1157.439941,1172.869995,1172.869995,4681370000,0.009120062,0.004127619
2011-09-14,1173.319946,1202.380005,1162.72998,1188.680054,1188.680054,4986740000,0.013479805,0.003612008
2011-09-15,1189.439941,1209.109985,1189.439941,1209.109985,1209.109985,4479730000,0.017187073,0.003595061
2011-09-16,1209.209961,1220.060059,1204.459961,1216.01001,1216.01001,5248890000,0.005706698,0.007025016
2011-09-19,1214.98999,1214.98999,1188.359985,1204.089966,1204.089966,4254190000,-0.009802587,0.007209477
2011-09-20,1204.5,1220.390015,1201.290039,1202.089966,1202.089966,4315610000,-0.001661005,0.006130902
2011-09-21,1203.630005,1206.300049,1166.209961,1166.76001,1166.76001,4728550000,-0.029390442,1.18E-05
2011-09-22,1164.550049,1164.550049,1114.219971,1129.560059,1129.560059,6703140000,-0.031883121,5.25E-07
2011-09-23,1128.819946,1141.719971,1121.359985,1136.430054,1136.430054,5639930000,0.006082009,0.000687652
2011-09-26,1136.910034,1164.189941,1131.069946,1162.949951,1162.949951,4762830000,0.023336145,5.99E-05
2011-09-27,1163.319946,1195.859985,1163.319946,1175.380005,1175.380005,5548130000,0.010688383,0.000434398
2011-09-28,1175.390015,1184.709961,1150.400024,1151.060059,1151.060059,4787920000,-0.020691135,0.000131495
2011-09-29,1151.73999,1175.869995,1139.930054,1160.400024,1160.400024,5285740000,0.008114229,0.000595095
2011-09-30,1159.930054,1159.930054,1131.339966,1131.420044,1131.420044,4416790000,-0.024974129,1.28E-05
2011-10-03,1131.209961,1138.98999,1098.920044,1099.22998,1099.22998,5670340000,-0.028451029,1.01E-06
2011-10-04,1097.420044,1125.119995,1074.77002,1123.949951,1123.949951,3714670000,0.022488443,1.54E-05
2011-10-05,1124.030029,1146.069946,1115.680054,1144.030029,1144.030029,2510620000,0.017865634,8.72E-05
2011-10-06,1144.109985,1165.550049,1134.949951,1164.969971,1164.969971,5098330000,0.018303665,0.00015942
2011-10-07,1165.030029,1171.400024,1150.26001,1155.459961,1155.459961,5580380000,-0.008163309,0.000602373
2011-10-10,1158.150024,1194.910034,1158.150024,1194.890015,1194.890015,4446800000,0.034124985,2.38E-06
2011-10-11,1194.599976,1199.23999,1187.300049,1195.540039,1195.540039,4424500000,0.000544003,0.005430172
2011-10-12,1196.189941,1220.25,1196.189941,1207.25,1207.25,5355360000,0.009794704,0.006194399
2011-10-13,1206.959961,1207.459961,1190.579956,1203.660034,1203.660034,4436270000,-0.002973672,0.005741993
2011-10-14,1205.650024,1224.609985,1205.650024,1224.579956,1224.579956,4116690000,0.017380258,0.001215737
2011-10-17,1224.469971,1224.469971,1198.550049,1200.859985,1200.859985,4300700000,-0.019369883,0.000207594
2011-10-18,1200.75,1233.099976,1191.47998,1225.380005,1225.380005,4840170000,0.020418717,0.000146968
2011-10-19,1223.459961,1229.640015,1206.310059,1209.880005,1209.880005,4846390000,-0.012649137,0.001000122
2011-10-20,1209.920044,1219.530029,1197.339966,1215.390015,1215.390015,4870290000,0.004554179,0.001672533
2011-10-21,1215.390015,1239.030029,1215.390015,1238.25,1238.25,4980770000,0.018808765,0.000415423
2011-10-24,1238.719971,1256.550049,1238.719971,1254.189941,1254.189941,4309380000,0.012872959,0.000445327
2011-10-25,1254.189941,1254.189941,1226.790039,1229.050049,1229.050049,4473970000,-0.020044725,0.000132984
2011-10-26,1229.170044,1246.280029,1221.060059,1242,1242,4873530000,0.010536553,0.000414975
2011-10-27,1243.969971,1292.660034,1243.969971,1284.589966,1284.589966,6367610000,0.034291438,3.65E-07
2011-10-28,1284.390015,1287.079956,1277.01001,1285.089966,1285.089966,4536690000,0.000389229,0.000898274
2011-10-31,1284.959961,1284.959961,1253.160034,1253.300049,1253.300049,4310210000,-0.024737503,1.88E-05
2011-11-01,1251,1251,1215.420044,1218.280029,1218.280029,5645540000,-0.027942247,2.19E-06
2011-11-02,1219.619995,1242.47998,1219.619995,1237.900024,1237.900024,4110530000,0.016104668,0.000240625
2011-11-03,1238.25,1263.209961,1234.810059,1261.150024,1261.150024,4849140000,0.018781808,0.000600736
2011-11-04,1260.819946,1260.819946,1238.920044,1253.22998,1253.22998,3830650000,-0.006280017,0.003509792
2011-11-07,1253.209961,1261.699951,1240.75,1261.119995,1261.119995,3429740000,0.006295744,0.003937846
2011-11-08,1261.119995,1277.550049,1254.98999,1275.920044,1275.920044,3908490000,0.011735639,0.002100358
2011-11-09,1275.180054,1275.180054,1226.640015,1229.099976,1229.099976,4659740000,-0.036695143,2.69E-07
2011-11-10,1229.589966,1246.219971,1227.699951,1239.699951,1239.699951,4002760000,0.008624176,0.000839735
2011-11-11,1240.119995,1266.97998,1240.119995,1263.849976,1263.849976,3370180000,0.01948054,0.000617487
2011-11-14,1263.849976,1263.849976,1246.680054,1251.780029,1251.780029,3219680000,-0.009550142,0.002449564
2011-11-15,1251.699951,1264.25,1244.339966,1257.810059,1257.810059,3599300000,0.004817164,0.003109308
2011-11-16,1257.810059,1259.609985,1235.670044,1236.910034,1236.910034,4085010000,-0.016616201,0.001397418
2011-11-17,1236.560059,1237.72998,1209.430054,1216.130005,1216.130005,4596450000,-0.016799952,0.001229596
2011-11-18,1216.189941,1223.51001,1211.359985,1215.650024,1215.650024,3827610000,-0.000394679,0.002366867
2011-11-21,1215.619995,1215.619995,1183.160034,1192.97998,1192.97998,4050070000,-0.018648495,0.001016724
2011-11-22,1192.97998,1196.810059,1181.650024,1188.040039,1188.040039,3911710000,-0.004140841,0.001636045
2011-11-23,1187.47998,1187.47998,1161.790039,1161.790039,1161.790039,3798940000,-0.022095215,0.000277829
2011-11-25,1161.410034,1172.660034,1158.660034,1158.670044,1158.670044,1664200000,-0.002685507,0.00104001
2011-11-28,1158.670044,1197.349976,1158.670044,1192.550049,1192.550049,3920750000,0.029240425,9.79E-06
2011-11-29,1192.560059,1203.670044,1191.800049,1195.189941,1195.189941,3992650000,0.002213653,0.000856495
2011-11-30,1196.719971,1247.109985,1196.719971,1246.959961,1246.959961,5801910000,0.043315308,4.79E-08
2011-12-01,1246.910034,1251.089966,1239.72998,1244.579956,1244.579956,3818680000,-0.001908646,0.037506535
2011-12-02,1246.030029,1260.079956,1243.349976,1244.280029,1244.280029,4144310000,-0.000240987,0.050314663
2011-12-05,1244.329956,1266.72998,1244.329956,1257.079956,1257.079956,4148060000,0.010287015,0.051835552
2011-12-06,1257.189941,1266.030029,1253.030029,1258.469971,1258.469971,3734230000,0.001105749,0.051792201
2011-12-07,1258.140015,1267.060059,1244.800049,1261.01001,1261.01001,4160540000,0.002018355,0.041540893
2011-12-08,1260.869995,1260.869995,1231.469971,1234.349976,1234.349976,4298370000,-0.02114181,0.010430407
2011-12-09,1234.47998,1258.25,1234.47998,1255.189941,1255.189941,3830610000,0.016883352,0.0097998
2011-12-12,1255.050049,1255.050049,1227.25,1236.469971,1236.469971,3600570000,-0.014914054,0.014364659
2011-12-13,1236.829956,1249.859985,1219.430054,1225.72998,1225.72998,4121570000,-0.00868601,0.025864665
2011-12-14,1225.72998,1225.72998,1209.469971,1211.819946,1211.819946,4298290000,-0.011348367,0.032673117
2011-12-15,1212.119995,1225.599976,1212.119995,1215.75,1215.75,3810340000,0.003243101,0.039538421
2011-12-16,1216.089966,1231.040039,1215.199951,1219.660034,1219.660034,5345800000,0.00321615,0.038606683
2011-12-19,1219.73999,1224.569946,1202.369995,1205.349976,1205.349976,3659820000,-0.011732825,0.028988753
2011-12-20,1205.719971,1242.819946,1205.719971,1241.300049,1241.300049,4055590000,0.029825423,0.020353961
2011-12-21,1241.25,1245.089966,1229.51001,1243.719971,1243.719971,2959020000,0.001949506,0.469182975
2011-12-22,1243.719971,1255.219971,1243.719971,1254,1254,3492250000,0.00826555,0.635617738
2011-12-23,1254,1265.420044,1254,1265.329956,1265.329956,2233830000,0.009035053,0.742275133
2011-12-27,1265.02002,1269.369995,1262.300049,1265.430054,1265.430054,2130590000,7.91E-05,0.818862564
2011-12-28,1265.380005,1265.849976,1248.640015,1249.640015,1249.640015,2349980000,-0.012478002,0.845234031
2011-12-29,1249.75,1263.540039,1249.75,1263.02002,1263.02002,2278130000,0.010707088,0.882183724
2011-12-30,1262.819946,1264.119995,1257.459961,1257.599976,1257.599976,2271850000,-0.004291337,0.917724904
2012-01-03,1258.859985,1284.619995,1258.859985,1277.060059,1277.060059,3943710000,0.015473985,0.93176806
2012-01-04,1277.030029,1278.72998,1268.099976,1277.300049,1277.300049,3592580000,0.000187924,0.974365599
2012-01-05,1277.300049,1283.050049,1265.26001,1281.060059,1281.060059,4315950000,0.002943717,0.989670184
2012-01-06,1280.930054,1281.839966,1273.339966,1277.810059,1277.810059,3656830000,-0.002536961,0.995581108
2012-01-09,1277.829956,1281.98999,1274.550049,1280.699951,1280.699951,3371600000,0.002261597,0.997774684
2012-01-10,1280.77002,1296.459961,1280.77002,1292.079956,1292.079956,4221960000,0.00888577,0.998451567
2012-01-11,1292.02002,1293.800049,1285.410034,1292.47998,1292.47998,3968120000,0.000309597,0.999207848
2012-01-12,1292.47998,1296.819946,1285.77002,1295.5,1295.5,4019890000,0.002336609,0.999434496
2012-01-13,1294.819946,1294.819946,1277.579956,1289.089966,1289.089966,3692370000,-0.004947923,0.999430959
2012-01-17,1290.219971,1303,1290.219971,1293.670044,1293.670044,4010490000,0.003552955,0.999351131
2012-01-18,1293.650024,1308.109985,1290.98999,1308.040039,1308.040039,4096160000,0.011107929,0.999030245
2012-01-19,1308.069946,1315.48999,1308.069946,1314.5,1314.5,4465890000,0.004938657,0.999373325
2012-01-20,1314.48999,1315.380005,1309.170044,1315.380005,1315.380005,3912620000,0.00066946,0.999575721
2012-01-23,1315.290039,1322.280029,1309.890015,1316,1316,3770910000,0.000471343,0.999625176
2012-01-24,1315.959961,1315.959961,1306.060059,1314.650024,1314.650024,3693560000,-0.001025818,0.999576085
2012-01-25,1314.400024,1328.300049,1307.650024,1326.060059,1326.060059,4410910000,0.008679143,0.999379071
2012-01-26,1326.280029,1333.469971,1313.599976,1318.430054,1318.430054,4522070000,-0.005753891,0.999475852
2012-01-27,1318.25,1320.060059,1311.719971,1316.329956,1316.329956,4007380000,-0.001592878,0.999585875
